Commit A,Commit B,Benchmark,Del Func >= X,New Func >= X,Reached Del Func >= X,Top Chg by Call >= X%,Top > X% by Call Chg by >= 10%,Top Chg Len >= X%,Top Reached Chg Len >= X%,Hit
5caeeb83,793dc676,p5302-pack-index.sh-perf-report,181,182,8,0.25,0.07,1,0.4375,FALSE
5caeeb83,793dc676,p5310-pack-bitmaps.sh-perf-report,181,182,11,3,1.34,1,1,FALSE
5caeeb83,793dc676,p7000-filter-branch.sh-perf-report,181,182,11,0.49,0.49,1,1,FALSE
5caeeb83,793dc676,p7300-clean.sh-perf-report,181,182,5,9.69,2.12,1,0.365853659,FALSE
5caeeb83,793dc676,p7810-grep.sh-perf-report,181,182,3,0.04,0,1,0.365853659,FALSE
9d9babb8,e8c16726,p0000-perf-lib-sanity.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p0001-rev-list.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p0002-read-cache.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p4000-diff-algorithms.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p4001-diff-no-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p4211-line-log.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p5302-pack-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p5310-pack-bitmaps.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p7000-filter-branch.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p7300-clean.sh-perf-report,0,1,0,0,0,0,0,FALSE
9d9babb8,e8c16726,p7810-grep.sh-perf-report,0,1,0,0,0,0,0,FALSE
18547aac,3d5b23a3,p4001-diff-no-index.sh-perf-report,0,1,0,0,0,0,0,TRUE
695f95ba,415c7dd0,p0000-perf-lib-sanity.sh-perf-report,183,177,0,0.04,0.01,1,0.365853659,FALSE
695f95ba,415c7dd0,p0001-rev-list.sh-perf-report,183,177,5,7.77,3.15,1,1,FALSE
695f95ba,415c7dd0,p0002-read-cache.sh-perf-report,183,177,0,0,0,1,0,FALSE
695f95ba,415c7dd0,p4000-diff-algorithms.sh-perf-report,183,177,0,1.86,0.65,1,1,FALSE
695f95ba,415c7dd0,p4001-diff-no-index.sh-perf-report,183,177,1,0.06,0.01,1,0.365853659,FALSE
695f95ba,415c7dd0,p4211-line-log.sh-perf-report,183,177,1,5.4,0.67,1,0.333333333,FALSE
695f95ba,415c7dd0,p5302-pack-index.sh-perf-report,183,177,9,0.25,0.07,1,0.913043478,FALSE
695f95ba,415c7dd0,p5310-pack-bitmaps.sh-perf-report,183,177,9,3.01,1.24,1,0.913043478,FALSE
695f95ba,415c7dd0,p7000-filter-branch.sh-perf-report,183,177,12,0.5,0.5,1,1,FALSE
695f95ba,415c7dd0,p7300-clean.sh-perf-report,183,177,4,10.54,2.37,1,0.365853659,FALSE
695f95ba,415c7dd0,p7810-grep.sh-perf-report,183,177,3,0.03,0,1,0.365853659,FALSE
5e5be9e2,878452b9,p0000-perf-lib-sanity.sh-perf-report,59,42,0,0.02,0,1,0.090909091,FALSE
5e5be9e2,878452b9,p0001-rev-list.sh-perf-report,59,42,7,3.26,3.26,1,0.666666667,FALSE
5e5be9e2,878452b9,p0002-read-cache.sh-perf-report,59,42,0,0,0,1,0,FALSE
5e5be9e2,878452b9,p4000-diff-algorithms.sh-perf-report,59,42,3,0.21,0,1,0.333333333,FALSE
5e5be9e2,878452b9,p4001-diff-no-index.sh-perf-report,59,42,0,0.03,0,1,0.010989011,FALSE
5e5be9e2,878452b9,p4211-line-log.sh-perf-report,59,42,2,0.03,0.03,1,0.176470588,FALSE
5e5be9e2,878452b9,p5302-pack-index.sh-perf-report,59,42,6,0.07,0.07,1,0.4375,FALSE
5e5be9e2,878452b9,p5310-pack-bitmaps.sh-perf-report,59,42,6,1.19,1.19,1,0.4375,FALSE
5e5be9e2,878452b9,p7810-grep.sh-perf-report,59,42,0,0,0,1,0.318181818,FALSE
b8e47d1a,3f2e2297,p0000-perf-lib-sanity.sh-perf-report,543,1018,2,0.16,0.16,1,1,FALSE
b8e47d1a,3f2e2297,p0001-rev-list.sh-perf-report,543,1018,11,12.38,3.03,1,1,FALSE
b8e47d1a,3f2e2297,p0002-read-cache.sh-perf-report,543,1018,0,0,0,1,0.103448276,FALSE
b8e47d1a,3f2e2297,p4000-diff-algorithms.sh-perf-report,543,1018,10,0.21,0.21,1,1,FALSE
b8e47d1a,3f2e2297,p4001-diff-no-index.sh-perf-report,543,1018,0,0.03,0.01,1,0.365853659,FALSE
b8e47d1a,3f2e2297,p4211-line-log.sh-perf-report,543,1018,6,0.7,0.7,1,1,FALSE
b8e47d1a,3f2e2297,p5302-pack-index.sh-perf-report,543,1018,17,0.41,0.41,1,1,FALSE
b8e47d1a,3f2e2297,p5310-pack-bitmaps.sh-perf-report,543,1018,28,4.25,1.07,1,1,FALSE
b8e47d1a,3f2e2297,p7810-grep.sh-perf-report,543,1018,7,0.03,0.02,1,1,FALSE
57f5d52a,12e0437f,p4001-diff-no-index.sh-perf-report,1,1,0,0,0,0.142857143,0,TRUE
5ce5f5fa,19e9542f,p0000-perf-lib-sanity.sh-perf-report,213,204,0,0.04,0,1,0.063829787,FALSE
5ce5f5fa,19e9542f,p0001-rev-list.sh-perf-report,213,204,0,7.39,0,1,0.111111111,FALSE
5ce5f5fa,19e9542f,p0002-read-cache.sh-perf-report,213,204,0,0,0,1,0,FALSE
5ce5f5fa,19e9542f,p4000-diff-algorithms.sh-perf-report,213,204,0,1.97,0.66,1,1,FALSE
5ce5f5fa,19e9542f,p4001-diff-no-index.sh-perf-report,213,204,0,0.05,0,1,0.063829787,FALSE
5ce5f5fa,19e9542f,p4211-line-log.sh-perf-report,213,204,0,5.96,0,1,0.0625,FALSE
5ce5f5fa,19e9542f,p5302-pack-index.sh-perf-report,213,204,0,0.25,0,1,0.25,FALSE
5ce5f5fa,19e9542f,p5310-pack-bitmaps.sh-perf-report,213,204,3,3.04,0,1,1,FALSE
5ce5f5fa,19e9542f,p7000-filter-branch.sh-perf-report,213,204,3,0.06,0.02,1,1,FALSE
5ce5f5fa,19e9542f,p7300-clean.sh-perf-report,213,204,1,10.45,2.39,1,0.25,FALSE
5ce5f5fa,19e9542f,p7810-grep.sh-perf-report,213,204,1,0.01,0,1,0.25,FALSE
19e9542f,9b67c994,p0000-perf-lib-sanity.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p0001-rev-list.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p0002-read-cache.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p3404-rebase-interactive.sh-perf-report,97,86,1,0.25,0,1,0.462962963,FALSE
19e9542f,9b67c994,p4000-diff-algorithms.sh-perf-report,97,86,0,1.87,0,1,0.230769231,FALSE
19e9542f,9b67c994,p4001-diff-no-index.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p4211-line-log.sh-perf-report,97,86,0,6,0,1,0.020979021,FALSE
19e9542f,9b67c994,p5302-pack-index.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p5310-pack-bitmaps.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p7000-filter-branch.sh-perf-report,97,86,1,0,0,1,0.462962963,FALSE
19e9542f,9b67c994,p7300-clean.sh-perf-report,97,86,0,0,0,1,0,FALSE
19e9542f,9b67c994,p7810-grep.sh-perf-report,97,86,0,0.01,0,1,0.088785047,FALSE
03c39b34,08aade70,p4001-diff-no-index.sh-perf-report,108,128,0,0.03,0,1,0.063829787,TRUE
08aade70,de61cebd,p0001-rev-list.sh-perf-report,110,91,0,7.36,0,1,0.111111111,TRUE
08aade70,de61cebd,p4001-diff-no-index.sh-perf-report,110,91,0,0.08,0,1,0.063829787,TRUE
de61cebd,023ff39b,p0000-perf-lib-sanity.sh-perf-report,110,128,0,0.04,0,1,0.063829787,FALSE
de61cebd,023ff39b,p0001-rev-list.sh-perf-report,110,128,0,7.41,0,1,0.085714286,FALSE
de61cebd,023ff39b,p0002-read-cache.sh-perf-report,110,128,0,0,0,1,0,FALSE
de61cebd,023ff39b,p3404-rebase-interactive.sh-perf-report,110,128,7,0.45,0.01,1,1,FALSE
de61cebd,023ff39b,p4000-diff-algorithms.sh-perf-report,110,128,2,1.89,0.12,1,1,FALSE
de61cebd,023ff39b,p4001-diff-no-index.sh-perf-report,110,128,0,0.05,0,1,0.063829787,FALSE
de61cebd,023ff39b,p4211-line-log.sh-perf-report,110,128,0,7.6,0,1,0.212121212,FALSE
de61cebd,023ff39b,p5302-pack-index.sh-perf-report,110,128,1,0.25,0,1,0.25,FALSE
de61cebd,023ff39b,p5310-pack-bitmaps.sh-perf-report,110,128,4,2.96,0,1,1,FALSE
de61cebd,023ff39b,p7000-filter-branch.sh-perf-report,110,128,7,0.06,0.02,1,1,FALSE
de61cebd,023ff39b,p7300-clean.sh-perf-report,110,128,2,9.82,2.21,1,0.25,FALSE
de61cebd,023ff39b,p7810-grep.sh-perf-report,110,128,1,0.01,0,1,0.25,FALSE
023ff39b,a199a7c9,p0000-perf-lib-sanity.sh-perf-report,112,97,0,0.05,0,1,0.063829787,FALSE
023ff39b,a199a7c9,p0001-rev-list.sh-perf-report,112,97,0,7.34,0,1,0.0625,FALSE
023ff39b,a199a7c9,p0002-read-cache.sh-perf-report,112,97,0,0,0,1,0,FALSE
023ff39b,a199a7c9,p4000-diff-algorithms.sh-perf-report,112,97,0,1.9,0.65,1,1,FALSE
023ff39b,a199a7c9,p4001-diff-no-index.sh-perf-report,112,97,0,0.02,0,1,0.063829787,FALSE
023ff39b,a199a7c9,p4211-line-log.sh-perf-report,112,97,0,5.34,0,1,0.0625,FALSE
023ff39b,a199a7c9,p5302-pack-index.sh-perf-report,112,97,1,0.25,0,1,0.25,FALSE
023ff39b,a199a7c9,p5310-pack-bitmaps.sh-perf-report,112,97,1,3.01,0,1,0.25,FALSE
023ff39b,a199a7c9,p7000-filter-branch.sh-perf-report,112,97,4,0.05,0,1,1,FALSE
023ff39b,a199a7c9,p7300-clean.sh-perf-report,112,97,1,10.7,2.34,1,0.25,FALSE
023ff39b,a199a7c9,p7810-grep.sh-perf-report,112,97,0,0.01,0,1,0.088785047,FALSE
a199a7c9,6bc91f23,p0000-perf-lib-sanity.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p0001-rev-list.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p0002-read-cache.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p3404-rebase-interactive.sh-perf-report,5,4,0,0,0,1,0.004219409,FALSE
a199a7c9,6bc91f23,p4000-diff-algorithms.sh-perf-report,5,4,0,0,0,1,0.230769231,FALSE
a199a7c9,6bc91f23,p4001-diff-no-index.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p4211-line-log.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p5302-pack-index.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p5310-pack-bitmaps.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p7000-filter-branch.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p7300-clean.sh-perf-report,5,4,0,0,0,1,0,FALSE
a199a7c9,6bc91f23,p7810-grep.sh-perf-report,5,4,0,0.01,0,1,0.088785047,FALSE
6bc91f23,bc437d10,p0000-perf-lib-sanity.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p0001-rev-list.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p0002-read-cache.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p3404-rebase-interactive.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p4000-diff-algorithms.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p4001-diff-no-index.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p4211-line-log.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p5302-pack-index.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p5310-pack-bitmaps.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p7000-filter-branch.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p7300-clean.sh-perf-report,0,3,0,0,0,0,0,FALSE
6bc91f23,bc437d10,p7810-grep.sh-perf-report,0,3,0,0,0,0,0,FALSE
bc437d10,1be36b60,p0000-perf-lib-sanity.sh-perf-report,87,38,0,0.05,0,1,0.063829787,FALSE
bc437d10,1be36b60,p0001-rev-list.sh-perf-report,87,38,0,7.37,0,1,0.0625,FALSE
bc437d10,1be36b60,p0002-read-cache.sh-perf-report,87,38,0,0,0,1,0,FALSE
bc437d10,1be36b60,p3404-rebase-interactive.sh-perf-report,87,38,5,0.4,0.01,1,0.363636364,FALSE
bc437d10,1be36b60,p4000-diff-algorithms.sh-perf-report,87,38,2,1.83,0,1,1,FALSE
bc437d10,1be36b60,p4001-diff-no-index.sh-perf-report,87,38,1,0.06,0.01,1,0.25,FALSE
bc437d10,1be36b60,p4211-line-log.sh-perf-report,87,38,0,7.65,0,1,0.0625,FALSE
bc437d10,1be36b60,p5302-pack-index.sh-perf-report,87,38,3,0.26,0,1,1,FALSE
bc437d10,1be36b60,p5310-pack-bitmaps.sh-perf-report,87,38,3,2.99,0,1,0.25,FALSE
bc437d10,1be36b60,p7000-filter-branch.sh-perf-report,87,38,6,0.06,0.02,1,1,FALSE
bc437d10,1be36b60,p7300-clean.sh-perf-report,87,38,2,9.74,2.13,1,0.25,FALSE
bc437d10,1be36b60,p7810-grep.sh-perf-report,87,38,1,0.04,0,1,0.25,FALSE
4df7c8a0,65237284,p0000-perf-lib-sanity.sh-perf-report,32,86,2,0.02,0.01,1,0.133333333,FALSE
4df7c8a0,65237284,p0001-rev-list.sh-perf-report,32,86,0,0,0,1,0,FALSE
4df7c8a0,65237284,p0002-read-cache.sh-perf-report,32,86,0,0,0,1,0,FALSE
4df7c8a0,65237284,p4000-diff-algorithms.sh-perf-report,32,86,1,0.13,0.13,1,1,FALSE
4df7c8a0,65237284,p4001-diff-no-index.sh-perf-report,32,86,2,0.01,0.01,1,0.133333333,FALSE
4df7c8a0,65237284,p4211-line-log.sh-perf-report,32,86,1,0,0,1,0.285714286,FALSE
4df7c8a0,65237284,p5302-pack-index.sh-perf-report,32,86,4,0.07,0.07,1,0.5,FALSE
4df7c8a0,65237284,p5310-pack-bitmaps.sh-perf-report,32,86,4,0.01,0,1,1,FALSE
4df7c8a0,65237284,p7000-filter-branch.sh-perf-report,32,86,5,0.01,0.01,1,1,FALSE
4df7c8a0,65237284,p7300-clean.sh-perf-report,32,86,3,9.32,0,1,0.37037037,FALSE
4df7c8a0,65237284,p7810-grep.sh-perf-report,32,86,3,0.01,0,1,0.285714286,FALSE
65237284,c578a09b,p0000-perf-lib-sanity.sh-perf-report,121,114,2,0.04,0.01,1,0.133333333,FALSE
65237284,c578a09b,p0001-rev-list.sh-perf-report,121,114,0,7.43,0,1,0.0625,FALSE
65237284,c578a09b,p0002-read-cache.sh-perf-report,121,114,0,0,0,1,0,FALSE
65237284,c578a09b,p4000-diff-algorithms.sh-perf-report,121,114,0,1.9,0.66,1,1,FALSE
65237284,c578a09b,p4001-diff-no-index.sh-perf-report,121,114,1,0.02,0.01,1,0.25,FALSE
65237284,c578a09b,p4211-line-log.sh-perf-report,121,114,0,5.95,0,1,0.0625,FALSE
65237284,c578a09b,p5302-pack-index.sh-perf-report,121,114,4,0.25,0.07,1,0.25,FALSE
65237284,c578a09b,p5310-pack-bitmaps.sh-perf-report,121,114,6,2.92,0,1,1,FALSE
65237284,c578a09b,p7000-filter-branch.sh-perf-report,121,114,10,0.06,0.03,1,1,FALSE
65237284,c578a09b,p7300-clean.sh-perf-report,121,114,4,10.53,2.41,1,0.25,FALSE
65237284,c578a09b,p7810-grep.sh-perf-report,121,114,4,0.03,0,1,0.25,FALSE
1f5d429e,c8b080af,p0000-perf-lib-sanity.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p0001-rev-list.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p0002-read-cache.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p3404-rebase-interactive.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p4000-diff-algorithms.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p4001-diff-no-index.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p4211-line-log.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p5302-pack-index.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p5310-pack-bitmaps.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p7000-filter-branch.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p7300-clean.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
1f5d429e,c8b080af,p7810-grep.sh-perf-report,4,4,0,0,0,0.375,0,FALSE
674d38f5,2f84df2c,p0000-perf-lib-sanity.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p0001-rev-list.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p0002-read-cache.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p3404-rebase-interactive.sh-perf-report,81,93,1,0,0,1,0.462962963,FALSE
674d38f5,2f84df2c,p4000-diff-algorithms.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p4001-diff-no-index.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p4211-line-log.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p5302-pack-index.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p5310-pack-bitmaps.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p7000-filter-branch.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p7300-clean.sh-perf-report,81,93,0,0,0,1,0,FALSE
674d38f5,2f84df2c,p7810-grep.sh-perf-report,81,93,0,0,0,1,0,FALSE
7758b02b,7e58b816,p0000-perf-lib-sanity.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p0001-rev-list.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p0002-read-cache.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p3404-rebase-interactive.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p4000-diff-algorithms.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p4001-diff-no-index.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p4211-line-log.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p5302-pack-index.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p5310-pack-bitmaps.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p7000-filter-branch.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p7300-clean.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7758b02b,7e58b816,p7810-grep.sh-perf-report,2,1,0,0,0,0.307692308,0,FALSE
7a738b40,1e4bf907,p0000-perf-lib-sanity.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p0001-rev-list.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p0002-read-cache.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p3404-rebase-interactive.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p4000-diff-algorithms.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p4001-diff-no-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p4211-line-log.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p5302-pack-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p5310-pack-bitmaps.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p7000-filter-branch.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p7300-clean.sh-perf-report,0,1,0,0,0,0,0,FALSE
7a738b40,1e4bf907,p7810-grep.sh-perf-report,0,1,0,0,0,0,0,FALSE
1e4bf907,e25a4ded,p0000-perf-lib-sanity.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p0001-rev-list.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p0002-read-cache.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p3404-rebase-interactive.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p4000-diff-algorithms.sh-perf-report,1,4,0,0.13,0.13,1,0.157894737,FALSE
1e4bf907,e25a4ded,p4001-diff-no-index.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p4211-line-log.sh-perf-report,1,4,0,0,0,1,0.157894737,FALSE
1e4bf907,e25a4ded,p5302-pack-index.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p5310-pack-bitmaps.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p7000-filter-branch.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p7300-clean.sh-perf-report,1,4,0,0,0,1,0,FALSE
1e4bf907,e25a4ded,p7810-grep.sh-perf-report,1,4,0,0,0,1,0,FALSE
e25a4ded,979f0303,p0000-perf-lib-sanity.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p0001-rev-list.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p0002-read-cache.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p3404-rebase-interactive.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p4000-diff-algorithms.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p4001-diff-no-index.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p4211-line-log.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p5302-pack-index.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p5310-pack-bitmaps.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p7000-filter-branch.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p7300-clean.sh-perf-report,0,2,0,0,0,0,0,FALSE
e25a4ded,979f0303,p7810-grep.sh-perf-report,0,2,0,0,0,0,0,FALSE
979f0303,f2140c38,p0000-perf-lib-sanity.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p0001-rev-list.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p0002-read-cache.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p3404-rebase-interactive.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p4000-diff-algorithms.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p4001-diff-no-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p4211-line-log.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p5302-pack-index.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p5310-pack-bitmaps.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p7000-filter-branch.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p7300-clean.sh-perf-report,0,1,0,0,0,0,0,FALSE
979f0303,f2140c38,p7810-grep.sh-perf-report,0,1,0,0,0,0,0,FALSE
1d77bed8,ed0f7bde,p0000-perf-lib-sanity.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p0001-rev-list.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p0002-read-cache.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p3404-rebase-interactive.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p4000-diff-algorithms.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p4001-diff-no-index.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p4211-line-log.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p5302-pack-index.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p5310-pack-bitmaps.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p7000-filter-branch.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p7300-clean.sh-perf-report,1,4,0,0,0,1,0,FALSE
1d77bed8,ed0f7bde,p7810-grep.sh-perf-report,1,4,0,0,0,1,0,FALSE
5854b36c,fd4df422,p0000-perf-lib-sanity.sh-perf-report,4,4,0,0,0,0.2,0,FALSE
5854b36c,fd4df422,p0001-rev-list.sh-perf-report,4,4,0,0,0,0.2,0,TRUE
5854b36c,fd4df422,p4001-diff-no-index.sh-perf-report,4,4,0,0,0,0.2,0,TRUE
5c589a73,3c8ede3f,p0000-perf-lib-sanity.sh-perf-report,119,95,0,0,0,1,0,FALSE
5c589a73,3c8ede3f,p0001-rev-list.sh-perf-report,119,95,0,0,0,1,0,FALSE
5c589a73,3c8ede3f,p0002-read-cache.sh-perf-report,119,95,0,0,0,1,0,FALSE
5c589a73,3c8ede3f,p3404-rebase-interactive.sh-perf-report,119,95,0,0.3,0,1,0.020979021,FALSE
5c589a73,3c8ede3f,p4000-diff-algorithms.sh-perf-report,119,95,0,1.83,0.14,1,0.230769231,FALSE
5c589a73,3c8ede3f,p4001-diff-no-index.sh-perf-report,119,95,0,0,0,1,0,FALSE
5c589a73,3c8ede3f,p4211-line-log.sh-perf-report,119,95,0,5.89,0,1,0.157894737,FALSE
5c589a73,3c8ede3f,p5302-pack-index.sh-perf-report,119,95,0,0,0,1,0.015306122,FALSE
5c589a73,3c8ede3f,p5310-pack-bitmaps.sh-perf-report,119,95,0,0.12,0,1,0.015306122,FALSE
5c589a73,3c8ede3f,p7000-filter-branch.sh-perf-report,119,95,1,0,0,1,0.462962963,FALSE
5c589a73,3c8ede3f,p7300-clean.sh-perf-report,119,95,0,0,0,1,0,FALSE
